"Soort bromfiets";"Perioden";"Regio's";"Voertuigen met bromfietskenteken (aantal)";"Voertuigen per 1000 inwoners (aantal)"
"Bromfiets";"2007";"Skarsterlân";"586";"22"
"Bromfiets";"2008";"Skarsterlân";"580";"21"
"Bromfiets";"2009";"Skarsterlân";"667";"25"
"Bromfiets";"2010";"Skarsterlân";"720";"26"
"Bromfiets";"2011";"Skarsterlân";"749";"27"
"Bromfiets";"2012";"Skarsterlân";"754";"27"
"Bromfiets";"2013";"Skarsterlân";"744";"27"
"Bromfiets";"2014";"Skarsterlân";"";""
"Bromfiets";"2015";"Skarsterlân";"";""
"Bromfiets";"2016";"Skarsterlân";"";""
"Bromfiets";"2017";"Skarsterlân";"";""
"Bromfiets";"2007";"Sliedrecht";"510";"21"
"Bromfiets";"2008";"Sliedrecht";"567";"24"
"Bromfiets";"2009";"Sliedrecht";"643";"27"
"Bromfiets";"2010";"Sliedrecht";"685";"28"
"Bromfiets";"2011";"Sliedrecht";"685";"28"
"Bromfiets";"2012";"Sliedrecht";"705";"29"
"Bromfiets";"2013";"Sliedrecht";"701";"29"
"Bromfiets";"2014";"Sliedrecht";"677";"28"
"Bromfiets";"2015";"Sliedrecht";"627";"25"
"Bromfiets";"2016";"Sliedrecht";"646";"26"
"Bromfiets";"2017";"Sliedrecht";"664";"27"
"Bromfiets";"2007";"Slochteren";"454";"30"
"Bromfiets";"2008";"Slochteren";"478";"31"
"Bromfiets";"2009";"Slochteren";"529";"34"
"Bromfiets";"2010";"Slochteren";"591";"38"
"Bromfiets";"2011";"Slochteren";"610";"39"
"Bromfiets";"2012";"Slochteren";"626";"40"
"Bromfiets";"2013";"Slochteren";"656";"42"
"Bromfiets";"2014";"Slochteren";"643";"41"
"Bromfiets";"2015";"Slochteren";"612";"39"
"Bromfiets";"2016";"Slochteren";"625";"40"
"Bromfiets";"2017";"Slochteren";"578";"39"
"Bromfiets";"2007";"Sluis";"894";"37"
"Bromfiets";"2008";"Sluis";"936";"39"
"Bromfiets";"2009";"Sluis";"1015";"42"
"Bromfiets";"2010";"Sluis";"1070";"44"
"Bromfiets";"2011";"Sluis";"1121";"47"
"Bromfiets";"2012";"Sluis";"1105";"46"
"Bromfiets";"2013";"Sluis";"1069";"45"
"Bromfiets";"2014";"Sluis";"1097";"46"
"Bromfiets";"2015";"Sluis";"1102";"46"
"Bromfiets";"2016";"Sluis";"1124";"48"
"Bromfiets";"2017";"Sluis";"1131";"48"
"Bromfiets";"2007";"Smallingerland";"999";"18"
"Bromfiets";"2008";"Smallingerland";"1108";"20"
"Bromfiets";"2009";"Smallingerland";"1193";"22"
"Bromfiets";"2010";"Smallingerland";"1297";"23"
"Bromfiets";"2011";"Smallingerland";"1390";"25"
"Bromfiets";"2012";"Smallingerland";"1368";"25"
"Bromfiets";"2013";"Smallingerland";"1415";"26"
"Bromfiets";"2014";"Smallingerland";"1426";"26"
"Bromfiets";"2015";"Smallingerland";"1406";"25"
"Bromfiets";"2016";"Smallingerland";"1415";"26"
"Bromfiets";"2017";"Smallingerland";"1426";"26"
"Bromfiets";"2007";"Sneek";"508";"15"
"Bromfiets";"2008";"Sneek";"554";"17"
"Bromfiets";"2009";"Sneek";"585";"18"
"Bromfiets";"2010";"Sneek";"639";"19"
"Bromfiets";"2011";"Sneek";"";""
"Bromfiets";"2012";"Sneek";"";""
"Bromfiets";"2013";"Sneek";"";""
"Bromfiets";"2014";"Sneek";"";""
"Bromfiets";"2015";"Sneek";"";""
"Bromfiets";"2016";"Sneek";"";""
"Bromfiets";"2017";"Sneek";"";""
"Bromfiets";"2007";"Soest";"914";"20"
"Bromfiets";"2008";"Soest";"993";"22"
"Bromfiets";"2009";"Soest";"1114";"24"
"Bromfiets";"2010";"Soest";"1236";"27"
"Bromfiets";"2011";"Soest";"1262";"28"
"Bromfiets";"2012";"Soest";"1287";"28"
"Bromfiets";"2013";"Soest";"1275";"28"
"Bromfiets";"2014";"Soest";"1229";"27"
"Bromfiets";"2015";"Soest";"1254";"28"
"Bromfiets";"2016";"Soest";"1263";"28"
"Bromfiets";"2017";"Soest";"1234";"27"
"Bromfiets";"2007";"Someren";"461";"25"
"Bromfiets";"2008";"Someren";"486";"27"
"Bromfiets";"2009";"Someren";"523";"29"
"Bromfiets";"2010";"Someren";"550";"30"
"Bromfiets";"2011";"Someren";"569";"31"
"Bromfiets";"2012";"Someren";"559";"30"
"Bromfiets";"2013";"Someren";"526";"28"
"Bromfiets";"2014";"Someren";"528";"28"
"Bromfiets";"2015";"Someren";"492";"26"
"Bromfiets";"2016";"Someren";"488";"26"
"Bromfiets";"2017";"Someren";"462";"24"
"Bromfiets";"2007";"Son en Breugel";"487";"32"
"Bromfiets";"2008";"Son en Breugel";"527";"34"
"Bromfiets";"2009";"Son en Breugel";"568";"37"
"Bromfiets";"2010";"Son en Breugel";"594";"38"
"Bromfiets";"2011";"Son en Breugel";"585";"37"
"Bromfiets";"2012";"Son en Breugel";"547";"35"
"Bromfiets";"2013";"Son en Breugel";"516";"32"
"Bromfiets";"2014";"Son en Breugel";"484";"30"
"Bromfiets";"2015";"Son en Breugel";"473";"29"
"Bromfiets";"2016";"Son en Breugel";"444";"27"
"Bromfiets";"2017";"Son en Breugel";"444";"27"
"Bromfiets";"2007";"Spijkenisse";"2184";"30"
"Bromfiets";"2008";"Spijkenisse";"2461";"34"
"Bromfiets";"2009";"Spijkenisse";"2724";"38"
"Bromfiets";"2010";"Spijkenisse";"2929";"40"
"Bromfiets";"2011";"Spijkenisse";"3185";"44"
"Bromfiets";"2012";"Spijkenisse";"3248";"45"
"Bromfiets";"2013";"Spijkenisse";"3255";"45"
"Bromfiets";"2014";"Spijkenisse";"3262";"45"
"Bromfiets";"2015";"Spijkenisse";"";""
"Bromfiets";"2016";"Spijkenisse";"";""
"Bromfiets";"2017";"Spijkenisse";"";""
"Bromfiets";"2007";"Stadskanaal";"646";"19"
"Bromfiets";"2008";"Stadskanaal";"652";"19"
"Bromfiets";"2009";"Stadskanaal";"673";"20"
"Bromfiets";"2010";"Stadskanaal";"720";"22"
"Bromfiets";"2011";"Stadskanaal";"801";"24"
"Bromfiets";"2012";"Stadskanaal";"846";"26"
"Bromfiets";"2013";"Stadskanaal";"823";"25"
"Bromfiets";"2014";"Stadskanaal";"801";"24"
"Bromfiets";"2015";"Stadskanaal";"791";"24"
"Bromfiets";"2016";"Stadskanaal";"785";"24"
"Bromfiets";"2017";"Stadskanaal";"786";"24"
"Bromfiets";"2007";"Staphorst";"874";"55"
"Bromfiets";"2008";"Staphorst";"852";"53"
"Bromfiets";"2009";"Staphorst";"873";"55"
"Bromfiets";"2010";"Staphorst";"904";"56"
"Bromfiets";"2011";"Staphorst";"943";"58"
"Bromfiets";"2012";"Staphorst";"932";"57"
"Bromfiets";"2013";"Staphorst";"897";"55"
"Bromfiets";"2014";"Staphorst";"866";"53"
"Bromfiets";"2015";"Staphorst";"826";"50"
"Bromfiets";"2016";"Staphorst";"832";"50"
"Bromfiets";"2017";"Staphorst";"836";"50"
"Bromfiets";"2007";"Stede Broec";"505";"24"
"Bromfiets";"2008";"Stede Broec";"567";"27"
"Bromfiets";"2009";"Stede Broec";"605";"28"
"Bromfiets";"2010";"Stede Broec";"627";"29"
"Bromfiets";"2011";"Stede Broec";"624";"29"
"Bromfiets";"2012";"Stede Broec";"603";"28"
"Bromfiets";"2013";"Stede Broec";"614";"29"
"Bromfiets";"2014";"Stede Broec";"616";"29"
"Bromfiets";"2015";"Stede Broec";"629";"29"
"Bromfiets";"2016";"Stede Broec";"596";"28"
"Bromfiets";"2017";"Stede Broec";"587";"27"
"Bromfiets";"2007";"Steenbergen";"782";"34"
"Bromfiets";"2008";"Steenbergen";"871";"38"
"Bromfiets";"2009";"Steenbergen";"947";"41"
"Bromfiets";"2010";"Steenbergen";"957";"41"
"Bromfiets";"2011";"Steenbergen";"971";"42"
"Bromfiets";"2012";"Steenbergen";"917";"39"
"Bromfiets";"2013";"Steenbergen";"890";"38"
"Bromfiets";"2014";"Steenbergen";"843";"36"
"Bromfiets";"2015";"Steenbergen";"814";"34"
"Bromfiets";"2016";"Steenbergen";"765";"33"
"Bromfiets";"2017";"Steenbergen";"761";"32"
"Bromfiets";"2007";"Steenwijkerland";"1378";"32"
"Bromfiets";"2008";"Steenwijkerland";"1465";"34"
"Bromfiets";"2009";"Steenwijkerland";"1537";"36"
"Bromfiets";"2010";"Steenwijkerland";"1586";"37"
"Bromfiets";"2011";"Steenwijkerland";"1603";"37"
"Bromfiets";"2012";"Steenwijkerland";"1569";"36"
"Bromfiets";"2013";"Steenwijkerland";"1539";"35"
"Bromfiets";"2014";"Steenwijkerland";"1448";"33"
"Bromfiets";"2015";"Steenwijkerland";"1435";"33"
"Bromfiets";"2016";"Steenwijkerland";"1462";"34"
"Bromfiets";"2017";"Steenwijkerland";"1523";"35"
"Bromfiets";"2007";"Stein (L.)";"806";"31"
"Bromfiets";"2008";"Stein (L.)";"842";"32"
"Bromfiets";"2009";"Stein (L.)";"816";"32"
"Bromfiets";"2010";"Stein (L.)";"846";"33"
"Bromfiets";"2011";"Stein (L.)";"860";"33"
"Bromfiets";"2012";"Stein (L.)";"828";"32"
"Bromfiets";"2013";"Stein (L.)";"824";"32"
"Bromfiets";"2014";"Stein (L.)";"811";"32"
"Bromfiets";"2015";"Stein (L.)";"810";"32"
"Bromfiets";"2016";"Stein (L.)";"814";"32"
"Bromfiets";"2017";"Stein (L.)";"827";"33"
"Bromfiets";"2007";"Stichtse Vecht";"";""
"Bromfiets";"2008";"Stichtse Vecht";"";""
"Bromfiets";"2009";"Stichtse Vecht";"";""
"Bromfiets";"2010";"Stichtse Vecht";"";""
"Bromfiets";"2011";"Stichtse Vecht";"2042";"32"
"Bromfiets";"2012";"Stichtse Vecht";"2044";"32"
"Bromfiets";"2013";"Stichtse Vecht";"2020";"32"
"Bromfiets";"2014";"Stichtse Vecht";"1994";"31"
"Bromfiets";"2015";"Stichtse Vecht";"1957";"31"
"Bromfiets";"2016";"Stichtse Vecht";"1969";"31"
"Bromfiets";"2017";"Stichtse Vecht";"1958";"30"
"Bromfiets";"2007";"Strijen";"337";"37"
"Bromfiets";"2008";"Strijen";"340";"38"
"Bromfiets";"2009";"Strijen";"381";"42"
"Bromfiets";"2010";"Strijen";"414";"46"
"Bromfiets";"2011";"Strijen";"417";"47"
"Bromfiets";"2012";"Strijen";"407";"46"
"Bromfiets";"2013";"Strijen";"426";"49"
"Bromfiets";"2014";"Strijen";"451";"52"
"Bromfiets";"2015";"Strijen";"460";"53"
"Bromfiets";"2016";"Strijen";"468";"53"
"Bromfiets";"2017";"Strijen";"472";"54"
"Bromfiets";"2007";"Súdwest-Fryslân";"";""
"Bromfiets";"2008";"Súdwest-Fryslân";"";""
"Bromfiets";"2009";"Súdwest-Fryslân";"";""
"Bromfiets";"2010";"Súdwest-Fryslân";"";""
"Bromfiets";"2011";"Súdwest-Fryslân";"2354";"29"
"Bromfiets";"2012";"Súdwest-Fryslân";"2352";"28"
"Bromfiets";"2013";"Súdwest-Fryslân";"2366";"29"
"Bromfiets";"2014";"Súdwest-Fryslân";"2379";"28"
"Bromfiets";"2015";"Súdwest-Fryslân";"2368";"28"
"Bromfiets";"2016";"Súdwest-Fryslân";"2392";"28"
"Bromfiets";"2017";"Súdwest-Fryslân";"2364";"28"
"Bromfiets";"2007";"Terneuzen";"1541";"28"
"Bromfiets";"2008";"Terneuzen";"1607";"29"
"Bromfiets";"2009";"Terneuzen";"1758";"32"
"Bromfiets";"2010";"Terneuzen";"1803";"33"
"Bromfiets";"2011";"Terneuzen";"1802";"33"
"Bromfiets";"2012";"Terneuzen";"1795";"33"
"Bromfiets";"2013";"Terneuzen";"1785";"33"
"Bromfiets";"2014";"Terneuzen";"1700";"31"
"Bromfiets";"2015";"Terneuzen";"1711";"31"
"Bromfiets";"2016";"Terneuzen";"1732";"32"
"Bromfiets";"2017";"Terneuzen";"1751";"32"
"Bromfiets";"2007";"Terschelling";"230";"49"
"Bromfiets";"2008";"Terschelling";"245";"52"
"Bromfiets";"2009";"Terschelling";"277";"58"
"Bromfiets";"2010";"Terschelling";"290";"61"
"Bromfiets";"2011";"Terschelling";"318";"67"
"Bromfiets";"2012";"Terschelling";"329";"69"
"Bromfiets";"2013";"Terschelling";"349";"73"
"Bromfiets";"2014";"Terschelling";"355";"74"
"Bromfiets";"2015";"Terschelling";"349";"72"
"Bromfiets";"2016";"Terschelling";"356";"73"
"Bromfiets";"2017";"Terschelling";"360";"74"
"Bromfiets";"2007";"Texel";"897";"66"
"Bromfiets";"2008";"Texel";"938";"69"
"Bromfiets";"2009";"Texel";"1007";"74"
"Bromfiets";"2010";"Texel";"1033";"75"
"Bromfiets";"2011";"Texel";"1062";"77"
"Bromfiets";"2012";"Texel";"1030";"75"
"Bromfiets";"2013";"Texel";"998";"73"
"Bromfiets";"2014";"Texel";"985";"73"
"Bromfiets";"2015";"Texel";"963";"71"
"Bromfiets";"2016";"Texel";"957";"71"
"Bromfiets";"2017";"Texel";"944";"70"
"Bromfiets";"2007";"Teylingen";"767";"22"
"Bromfiets";"2008";"Teylingen";"858";"24"
"Bromfiets";"2009";"Teylingen";"979";"28"
"Bromfiets";"2010";"Teylingen";"1042";"29"
"Bromfiets";"2011";"Teylingen";"1068";"30"
"Bromfiets";"2012";"Teylingen";"1047";"29"
"Bromfiets";"2013";"Teylingen";"992";"28"
"Bromfiets";"2014";"Teylingen";"962";"27"
"Bromfiets";"2015";"Teylingen";"974";"27"
"Bromfiets";"2016";"Teylingen";"988";"27"
"Bromfiets";"2017";"Teylingen";"978";"27"
"Bromfiets";"2007";"Tholen";"731";"29"
"Bromfiets";"2008";"Tholen";"774";"31"
"Bromfiets";"2009";"Tholen";"857";"34"
"Bromfiets";"2010";"Tholen";"902";"35"
"Bromfiets";"2011";"Tholen";"899";"35"
"Bromfiets";"2012";"Tholen";"861";"34"
"Bromfiets";"2013";"Tholen";"794";"31"
"Bromfiets";"2014";"Tholen";"763";"30"
"Bromfiets";"2015";"Tholen";"742";"29"
"Bromfiets";"2016";"Tholen";"751";"30"
"Bromfiets";"2017";"Tholen";"748";"29"
"Bromfiets";"2007";"Tiel";"1052";"26"
"Bromfiets";"2008";"Tiel";"1071";"26"
"Bromfiets";"2009";"Tiel";"1155";"28"
"Bromfiets";"2010";"Tiel";"1177";"29"
"Bromfiets";"2011";"Tiel";"1228";"30"
"Bromfiets";"2012";"Tiel";"1209";"29"
"Bromfiets";"2013";"Tiel";"1178";"28"
"Bromfiets";"2014";"Tiel";"1144";"27"
"Bromfiets";"2015";"Tiel";"1150";"28"
"Bromfiets";"2016";"Tiel";"1093";"26"
"Bromfiets";"2017";"Tiel";"1032";"25"
"Bromfiets";"2007";"Tilburg";"3589";"18"
"Bromfiets";"2008";"Tilburg";"3886";"19"
"Bromfiets";"2009";"Tilburg";"4159";"20"
"Bromfiets";"2010";"Tilburg";"4429";"22"
"Bromfiets";"2011";"Tilburg";"4641";"23"
"Bromfiets";"2012";"Tilburg";"4610";"22"
"Bromfiets";"2013";"Tilburg";"4463";"21"
"Bromfiets";"2014";"Tilburg";"4286";"20"
"Bromfiets";"2015";"Tilburg";"4260";"20"
"Bromfiets";"2016";"Tilburg";"4071";"19"
"Bromfiets";"2017";"Tilburg";"3928";"18"
"Bromfiets";"2007";"Tubbergen";"312";"15"
"Bromfiets";"2008";"Tubbergen";"338";"16"
"Bromfiets";"2009";"Tubbergen";"362";"17"
"Bromfiets";"2010";"Tubbergen";"416";"20"
"Bromfiets";"2011";"Tubbergen";"466";"22"
"Bromfiets";"2012";"Tubbergen";"460";"22"
"Bromfiets";"2013";"Tubbergen";"439";"21"
"Bromfiets";"2014";"Tubbergen";"484";"23"
"Bromfiets";"2015";"Tubbergen";"541";"26"
"Bromfiets";"2016";"Tubbergen";"592";"28"
"Bromfiets";"2017";"Tubbergen";"623";"29"
"Bromfiets";"2007";"Twenterand";"886";"26"
"Bromfiets";"2008";"Twenterand";"945";"28"
"Bromfiets";"2009";"Twenterand";"994";"30"
"Bromfiets";"2010";"Twenterand";"1024";"30"
"Bromfiets";"2011";"Twenterand";"1048";"31"
"Bromfiets";"2012";"Twenterand";"1034";"30"
"Bromfiets";"2013";"Twenterand";"1029";"30"
"Bromfiets";"2014";"Twenterand";"1026";"30"
"Bromfiets";"2015";"Twenterand";"1076";"32"
"Bromfiets";"2016";"Twenterand";"1087";"32"
"Bromfiets";"2017";"Twenterand";"1160";"34"
"Bromfiets";"2007";"Tynaarlo";"642";"20"
"Bromfiets";"2008";"Tynaarlo";"709";"22"
"Bromfiets";"2009";"Tynaarlo";"803";"25"
"Bromfiets";"2010";"Tynaarlo";"826";"25"
"Bromfiets";"2011";"Tynaarlo";"864";"27"
"Bromfiets";"2012";"Tynaarlo";"842";"26"
"Bromfiets";"2013";"Tynaarlo";"843";"26"
"Bromfiets";"2014";"Tynaarlo";"835";"26"
"Bromfiets";"2015";"Tynaarlo";"866";"27"
"Bromfiets";"2016";"Tynaarlo";"899";"27"
"Bromfiets";"2017";"Tynaarlo";"925";"28"
"Bromfiets";"2007";"Tytsjerksteradiel";"929";"29"
"Bromfiets";"2008";"Tytsjerksteradiel";"1000";"31"
"Bromfiets";"2009";"Tytsjerksteradiel";"1111";"34"
"Bromfiets";"2010";"Tytsjerksteradiel";"1126";"35"
"Bromfiets";"2011";"Tytsjerksteradiel";"1166";"36"
"Bromfiets";"2012";"Tytsjerksteradiel";"1174";"37"
"Bromfiets";"2013";"Tytsjerksteradiel";"1181";"37"
"Bromfiets";"2014";"Tytsjerksteradiel";"1209";"38"
"Bromfiets";"2015";"Tytsjerksteradiel";"1174";"37"
"Bromfiets";"2016";"Tytsjerksteradiel";"1137";"35"
"Bromfiets";"2017";"Tytsjerksteradiel";"1136";"36"
"Bromfiets";"2007";"Ubbergen";"203";"22"
"Bromfiets";"2008";"Ubbergen";"217";"23"
"Bromfiets";"2009";"Ubbergen";"257";"27"
"Bromfiets";"2010";"Ubbergen";"257";"28"
"Bromfiets";"2011";"Ubbergen";"298";"32"
"Bromfiets";"2012";"Ubbergen";"298";"32"
"Bromfiets";"2013";"Ubbergen";"300";"32"
"Bromfiets";"2014";"Ubbergen";"280";"30"
"Bromfiets";"2015";"Ubbergen";"";""
"Bromfiets";"2016";"Ubbergen";"";""
"Bromfiets";"2017";"Ubbergen";"";""
"Bromfiets";"2007";"Uden";"1086";"27"
"Bromfiets";"2008";"Uden";"1089";"27"
"Bromfiets";"2009";"Uden";"1142";"28"
"Bromfiets";"2010";"Uden";"1199";"30"
"Bromfiets";"2011";"Uden";"1231";"30"
"Bromfiets";"2012";"Uden";"1181";"29"
"Bromfiets";"2013";"Uden";"1146";"28"
"Bromfiets";"2014";"Uden";"1112";"27"
"Bromfiets";"2015";"Uden";"1097";"27"
"Bromfiets";"2016";"Uden";"1070";"26"
"Bromfiets";"2017";"Uden";"1037";"25"
"Bromfiets";"2007";"Uitgeest";"254";"21"
"Bromfiets";"2008";"Uitgeest";"291";"24"
"Bromfiets";"2009";"Uitgeest";"339";"27"
"Bromfiets";"2010";"Uitgeest";"375";"30"
"Bromfiets";"2011";"Uitgeest";"391";"31"
"Bromfiets";"2012";"Uitgeest";"392";"30"
"Bromfiets";"2013";"Uitgeest";"379";"29"
"Bromfiets";"2014";"Uitgeest";"370";"28"
"Bromfiets";"2015";"Uitgeest";"367";"28"
"Bromfiets";"2016";"Uitgeest";"382";"29"
"Bromfiets";"2017";"Uitgeest";"382";"28"
"Bromfiets";"2007";"Uithoorn";"808";"30"
"Bromfiets";"2008";"Uithoorn";"975";"35"
"Bromfiets";"2009";"Uithoorn";"1153";"42"
"Bromfiets";"2010";"Uithoorn";"1287";"46"
"Bromfiets";"2011";"Uithoorn";"1369";"49"
"Bromfiets";"2012";"Uithoorn";"1372";"48"
"Bromfiets";"2013";"Uithoorn";"1376";"48"
"Bromfiets";"2014";"Uithoorn";"1330";"47"
"Bromfiets";"2015";"Uithoorn";"1338";"47"
"Bromfiets";"2016";"Uithoorn";"1337";"46"
"Bromfiets";"2017";"Uithoorn";"1337";"46"
"Bromfiets";"2007";"Urk";"338";"19"
"Bromfiets";"2008";"Urk";"308";"17"
"Bromfiets";"2009";"Urk";"277";"15"
"Bromfiets";"2010";"Urk";"268";"15"
"Bromfiets";"2011";"Urk";"273";"15"
"Bromfiets";"2012";"Urk";"246";"13"
"Bromfiets";"2013";"Urk";"224";"12"
"Bromfiets";"2014";"Urk";"216";"11"
"Bromfiets";"2015";"Urk";"219";"11"
"Bromfiets";"2016";"Urk";"228";"11"
"Bromfiets";"2017";"Urk";"243";"12"
"Bromfiets";"2007";"Utrecht (gemeente)";"3772";"13"
"Bromfiets";"2008";"Utrecht (gemeente)";"4219";"14"
"Bromfiets";"2009";"Utrecht (gemeente)";"4792";"16"
"Bromfiets";"2010";"Utrecht (gemeente)";"5314";"17"
"Bromfiets";"2011";"Utrecht (gemeente)";"5652";"18"
"Bromfiets";"2012";"Utrecht (gemeente)";"5696";"18"
"Bromfiets";"2013";"Utrecht (gemeente)";"5763";"18"
"Bromfiets";"2014";"Utrecht (gemeente)";"5799";"18"
"Bromfiets";"2015";"Utrecht (gemeente)";"5880";"18"
"Bromfiets";"2016";"Utrecht (gemeente)";"5749";"17"
"Bromfiets";"2017";"Utrecht (gemeente)";"5524";"16"
"Bromfiets";"2007";"Utrechtse Heuvelrug";"972";"20"
"Bromfiets";"2008";"Utrechtse Heuvelrug";"1123";"23"
"Bromfiets";"2009";"Utrechtse Heuvelrug";"1221";"25"
"Bromfiets";"2010";"Utrechtse Heuvelrug";"1325";"27"
"Bromfiets";"2011";"Utrechtse Heuvelrug";"1365";"28"
"Bromfiets";"2012";"Utrechtse Heuvelrug";"1340";"28"
"Bromfiets";"2013";"Utrechtse Heuvelrug";"1314";"27"
"Bromfiets";"2014";"Utrechtse Heuvelrug";"1342";"28"
"Bromfiets";"2015";"Utrechtse Heuvelrug";"1274";"26"
"Bromfiets";"2016";"Utrechtse Heuvelrug";"1280";"26"
"Bromfiets";"2017";"Utrechtse Heuvelrug";"1256";"26"
"Bromfiets";"2007";"Vaals";"232";"23"
"Bromfiets";"2008";"Vaals";"263";"27"
"Bromfiets";"2009";"Vaals";"296";"30"
"Bromfiets";"2010";"Vaals";"325";"33"
"Bromfiets";"2011";"Vaals";"331";"34"
"Bromfiets";"2012";"Vaals";"336";"34"
"Bromfiets";"2013";"Vaals";"329";"34"
"Bromfiets";"2014";"Vaals";"316";"33"
"Bromfiets";"2015";"Vaals";"295";"30"
"Bromfiets";"2016";"Vaals";"293";"30"
"Bromfiets";"2017";"Vaals";"281";"29"
"Bromfiets";"2007";"Valkenburg aan de Geul";"519";"30"
"Bromfiets";"2008";"Valkenburg aan de Geul";"571";"33"
"Bromfiets";"2009";"Valkenburg aan de Geul";"651";"38"
"Bromfiets";"2010";"Valkenburg aan de Geul";"684";"40"
"Bromfiets";"2011";"Valkenburg aan de Geul";"722";"42"
"Bromfiets";"2012";"Valkenburg aan de Geul";"705";"42"
"Bromfiets";"2013";"Valkenburg aan de Geul";"658";"39"
"Bromfiets";"2014";"Valkenburg aan de Geul";"622";"37"
"Bromfiets";"2015";"Valkenburg aan de Geul";"594";"36"
"Bromfiets";"2016";"Valkenburg aan de Geul";"570";"35"
"Bromfiets";"2017";"Valkenburg aan de Geul";"556";"34"
"Bromfiets";"2007";"Valkenswaard";"1043";"34"
"Bromfiets";"2008";"Valkenswaard";"1061";"34"
"Bromfiets";"2009";"Valkenswaard";"1065";"34"
"Bromfiets";"2010";"Valkenswaard";"1027";"33"
"Bromfiets";"2011";"Valkenswaard";"1038";"34"
"Bromfiets";"2012";"Valkenswaard";"989";"32"
"Bromfiets";"2013";"Valkenswaard";"965";"32"
"Bromfiets";"2014";"Valkenswaard";"926";"31"
"Bromfiets";"2015";"Valkenswaard";"876";"29"
"Bromfiets";"2016";"Valkenswaard";"836";"28"
"Bromfiets";"2017";"Valkenswaard";"793";"26"
"Bromfiets";"2007";"Veendam";"539";"19"
"Bromfiets";"2008";"Veendam";"553";"20"
"Bromfiets";"2009";"Veendam";"634";"23"
"Bromfiets";"2010";"Veendam";"686";"24"
"Bromfiets";"2011";"Veendam";"732";"26"
"Bromfiets";"2012";"Veendam";"715";"26"
"Bromfiets";"2013";"Veendam";"717";"26"
"Bromfiets";"2014";"Veendam";"686";"25"
"Bromfiets";"2015";"Veendam";"663";"24"
"Bromfiets";"2016";"Veendam";"666";"24"
"Bromfiets";"2017";"Veendam";"657";"24"
"Bromfiets";"2007";"Veenendaal";"1184";"19"
"Bromfiets";"2008";"Veenendaal";"1371";"22"
"Bromfiets";"2009";"Veenendaal";"1440";"23"
"Bromfiets";"2010";"Veenendaal";"1519";"24"
"Bromfiets";"2011";"Veenendaal";"1480";"24"
"Bromfiets";"2012";"Veenendaal";"1425";"23"
"Bromfiets";"2013";"Veenendaal";"1406";"22"
"Bromfiets";"2014";"Veenendaal";"1407";"22"
"Bromfiets";"2015";"Veenendaal";"1391";"22"
"Bromfiets";"2016";"Veenendaal";"1356";"21"
"Bromfiets";"2017";"Veenendaal";"1362";"21"
"Bromfiets";"2007";"Veere";"864";"39"
"Bromfiets";"2008";"Veere";"900";"41"
"Bromfiets";"2009";"Veere";"942";"43"
"Bromfiets";"2010";"Veere";"993";"45"
"Bromfiets";"2011";"Veere";"1019";"46"
"Bromfiets";"2012";"Veere";"1015";"46"
"Bromfiets";"2013";"Veere";"995";"45"
"Bromfiets";"2014";"Veere";"926";"42"
"Bromfiets";"2015";"Veere";"936";"43"
"Bromfiets";"2016";"Veere";"929";"42"
"Bromfiets";"2017";"Veere";"908";"41"
"Bromfiets";"2007";"Veghel";"1013";"28"
"Bromfiets";"2008";"Veghel";"1007";"27"
"Bromfiets";"2009";"Veghel";"1070";"29"
"Bromfiets";"2010";"Veghel";"1193";"32"
"Bromfiets";"2011";"Veghel";"1238";"33"
"Bromfiets";"2012";"Veghel";"1230";"33"
"Bromfiets";"2013";"Veghel";"1173";"31"
"Bromfiets";"2014";"Veghel";"1134";"30"
"Bromfiets";"2015";"Veghel";"1082";"29"
"Bromfiets";"2016";"Veghel";"1099";"29"
"Bromfiets";"2017";"Veghel";"";""
"Bromfiets";"2007";"Veldhoven";"1001";"23"
"Bromfiets";"2008";"Veldhoven";"1004";"23"
"Bromfiets";"2009";"Veldhoven";"988";"23"
"Bromfiets";"2010";"Veldhoven";"989";"23"
"Bromfiets";"2011";"Veldhoven";"989";"23"
"Bromfiets";"2012";"Veldhoven";"993";"23"
"Bromfiets";"2013";"Veldhoven";"974";"22"
"Bromfiets";"2014";"Veldhoven";"860";"19"
"Bromfiets";"2015";"Veldhoven";"817";"18"
"Bromfiets";"2016";"Veldhoven";"772";"17"
"Bromfiets";"2017";"Veldhoven";"753";"17"
"Bromfiets";"2007";"Velsen";"2027";"30"
"Bromfiets";"2008";"Velsen";"2295";"34"
"Bromfiets";"2009";"Velsen";"2699";"40"
"Bromfiets";"2010";"Velsen";"2829";"42"
"Bromfiets";"2011";"Velsen";"2886";"43"
"Bromfiets";"2012";"Velsen";"2797";"42"
"Bromfiets";"2013";"Velsen";"2712";"40"
"Bromfiets";"2014";"Velsen";"2610";"39"
"Bromfiets";"2015";"Velsen";"2524";"38"
"Bromfiets";"2016";"Velsen";"2423";"36"
"Bromfiets";"2017";"Velsen";"2404";"36"
"Bromfiets";"2007";"Venlo";"1515";"16"
"Bromfiets";"2008";"Venlo";"1624";"18"
"Bromfiets";"2009";"Venlo";"1745";"19"
"Bromfiets";"2010";"Venlo";"2013";"20"
"Bromfiets";"2011";"Venlo";"2117";"21"
"Bromfiets";"2012";"Venlo";"1995";"20"
